"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.203,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.198,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.188,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.153,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2015",1.099,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2016",1.106,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2017",1.123,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2018",1.054,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2019",1.133,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1990",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1991",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1992",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1993",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1994",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1995",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1996",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1997",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.215,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.209,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.23,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.206,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.208,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.238,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.333,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.359,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.363,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.355,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.506,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.54,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.553,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.581,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.672,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2013",0.714,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2014",0.742,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2015",0.709,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2016",0.746,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2017",0.611,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2018",0.649,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2019",0.72,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","1996",1.247,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.286,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.236,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.371,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.501,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.468,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.401,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.368,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.366,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.346,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.336,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.201,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.255,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.534,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.589,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.605,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.515,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.378,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.313,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2015",1.268,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2016",1.229,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2017",1.181,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2018",1.156,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2019",1.166,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.523,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.52,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.353,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.301,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.169,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.551,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.413,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.373,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.293,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.651,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2009",2.131,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2010",2.135,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.848,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.642,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.569,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.553,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2015",1.987,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2016",2.091,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2017",2.018,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2018",2.28,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2019",2.316,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1980",2.319,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1981",2.249,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1982",2.246,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1983",2.175,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1984",2.069,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1985",1.985,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1986",1.851,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1987",1.555,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1988",1.525,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1989",1.57,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1990",1.544,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1991",1.481,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1992",1.396,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1993",1.378,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1994",1.332,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1995",1.253,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1996",1.125,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1997",1.144,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1998",1.413,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1999",1.381,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2000",1.428,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2001",1.419,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2002",1.506,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2003",1.592,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2004",1.572,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2005",1.536,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2006",1.751,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2007",1.235,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2008",1.447,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2009",1.572,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2010",1.527,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2011",1.501,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2012",1.39,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2013",1.322,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2014",1.261,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2015",1.441,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2016",1.477,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2017",1.491,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2018",1.492,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2019",1.575,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1980",2.012,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1981",2.058,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1982",1.839,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1983",1.669,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1984",1.561,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1985",1.487,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1986",1.512,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1987",1.558,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1988",1.515,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1989",1.452,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1990",1.828,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1991",2.11,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1992",2.177,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1993",2.189,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1994",2.088,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1995",2.069,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1996",1.998,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1997",2.044,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1998",2.033,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1999",2.076,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2000",2.058,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2001",2.013,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2002",2.084,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2003",2.093,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2004",2.053,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2005",2.053,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2006",1.744,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2007",1.821,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2008",1.906,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2009",2.178,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2010",2.189,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2011",2.143,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2012",2.168,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2013",2.215,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2014",2.227,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2015",2.264,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2016",2.317,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2017",2.335,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2018",2.37,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2019",2.42,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1990",1.704,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1991",1.707,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1992",1.65,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1993",1.572,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1994",1.474,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1995",1.446,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1996",1.478,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.349,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.175,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.109,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2000",0.993,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.106,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.221,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.397,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.357,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.217,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.155,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.328,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.344,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.454,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.351,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.13,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.032,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.14,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.047,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2015",0.985,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2016",0.883,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2017",0.904,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2018",0.94,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2019",1.026,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1990",2.233,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1991",2.446,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1992",2.334,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1993",1.917,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1994",1.828,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1995",1.721,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1996",1.602,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.53,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.371,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.364,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.326,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.242,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.261,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.165,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.232,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.463,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.409,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.705,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.743,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.768,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.774,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.6,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.641,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.613,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.511,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2015",1.483,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2016",1.472,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2017",1.451,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2018",1.512,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2019",1.429,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1980",0.299,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1981",0.415,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1982",0.361,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1983",0.318,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1984",0.261,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1985",0.309,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1986",0.29,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1987",0.247,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1988",0.205,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1989",0.173,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1990",0.651,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1991",0.784,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1992",0.766,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1993",0.784,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1994",1.005,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1995",1,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1996",0.978,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1997",0.926,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1998",0.965,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1999",0.911,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2000",0.818,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2001",0.758,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2002",0.726,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2003",0.757,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2004",0.777,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2005",0.779,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2006",0.74,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2007",0.84,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2008",0.839,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2009",0.954,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2010",0.978,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2011",1.021,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2012",1.177,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2013",1.329,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2014",1.377,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2015",1.285,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2016",1.271,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2017",1.655,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2018",1.884,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2019",1.768,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","1995",0.877,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.927,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.828,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.824,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.837,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.818,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.863,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.913,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.852,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.866,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.832,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.843,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.807,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.832,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.885,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.946,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.846,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.892,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2013",1.009,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2014",1.008,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2015",1.014,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2016",1.047,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2017",1.091,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2018",1.094,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2019",1.073,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2020",1.077,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2021",1.006,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1980",0.166,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1981",0.194,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1982",0.175,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1983",0.169,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1984",0.18,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1985",0.203,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1986",0.198,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1987",0.22,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1988",0.259,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1989",0.234,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1990",0.287,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1991",0.317,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1992",0.335,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1993",0.342,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1994",0.387,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1995",0.42,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.453,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.431,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.478,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.516,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.446,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.469,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.509,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.506,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.506,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.518,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.511,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.469,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.641,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.51,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.611,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.606,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.725,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2013",0.845,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2014",0.81,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2015",0.828,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2016",0.866,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2017",0.92,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2018",0.968,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2019",1.059,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1985",0.283,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1986",0.196,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1987",0.092,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1988",0.051,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1989",0.094,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1990",0.083,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1991",0.086,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1992",0.152,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1993",0.12,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1994",0.102,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1995",0.133,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.134,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.114,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.354,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.43,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.458,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.465,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.51,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.649,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.528,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.573,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.596,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.597,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.681,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.605,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.61,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.598,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.568,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2013",0.595,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2014",0.578,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2015",0.588,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2016",0.569,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2017",0.539,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2018",0.497,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2019",0.526,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1980",0.45,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1981",0.42,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1982",0.392,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1983",0.392,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1984",0.372,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1985",0.36,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1986",0.195,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1987",0.192,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1988",0.2,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1989",0.196,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1990",0.213,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1991",0.305,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1992",0.298,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1993",0.304,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1994",0.292,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1995",0.29,
