,COU,Country,IND,Indicator,SEX,TIME,Time,Value
1647,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,30.3
1648,ITA,Italy,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,21.7
1649,NLD,Netherlands,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,26.0
1650,IRL,Ireland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,18.0
1651,AUS,Australia,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,18.0
1652,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,26.0
1653,MEX,Mexico,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,12.0
1654,LUX,Luxembourg,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,26.4
1655,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,1.0
1656,SVN,Slovenia,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,52.1
1657,TUR,Türkiye,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,0.0
1658,CHL,Chile,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,12.0
1659,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,87.0
1660,CHL,Chile,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,18.0
1661,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,36.0
1662,SVN,Slovenia,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,15.0
1663,KOR,Korea,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,64.9
1664,BEL,Belgium,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,17.3
1665,NLD,Netherlands,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,0.4
1666,BEL,Belgium,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,17.3
1667,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,0.0
1668,EST,Estonia,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,20.0
1669,KOR,Korea,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,52.0
1670,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,28.0
1671,AUT,Austria,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,8.7
1672,LUX,Luxembourg,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,16.0
1673,CHL,Chile,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,30.0
1674,CAN,Canada,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,0.0
1675,KOR,Korea,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,52.6
1676,JPN,Japan,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,44.0
1677,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,148.0
1678,CAN,Canada,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,17.0
1679,JPN,Japan,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,52.0
1680,CHL,Chile,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,30.0
1681,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,13.0
1682,JPN,Japan,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,58.0
1683,CHL,Chile,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,1.0
1684,AUT,Austria,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,8.7
1685,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,16.0
1686,FIN,Finland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,143.5
1687,KOR,Korea,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,52.0
1688,JPN,Japan,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,52.0
1689,CHL,Chile,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,1.0
1690,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,91.0
1691,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,136.0
1692,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,130.0
1693,EST,Estonia,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,2.0
1694,CZE,Czech Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,110.0
1695,CHE,Switzerland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,14.0
1696,FIN,Finland,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,17.5
1697,DNK,Denmark,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,32.0
1698,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,10.0
1699,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,0.4
1700,EST,Estonia,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,2.0
1701,LUX,Luxembourg,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,42.0
1702,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,130.0
1703,USA,United States,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,0.0
1704,ISR,Israel,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,0.0
1705,DNK,Denmark,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,18.0
1706,USA,United States,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,12.0
1707,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,17.0
1708,SVN,Slovenia,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,15.0
1709,ISR,Israel,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,32.0
1710,DNK,Denmark,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,2.0
1711,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,13.0
1712,USA,United States,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,12.0
1713,IRL,Ireland,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,42.0
1714,CZE,Czech Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,0.0
1715,CHE,Switzerland,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,0.0
1716,SVN,Slovenia,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,2.1
1717,USA,United States,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,0.0
1718,ITA,Italy,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,26.0
1719,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,28.0
1720,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,16.0
1721,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,0.4
1722,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,43.0
1723,BEL,Belgium,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,15.0
1724,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,16.0
1725,KOR,Korea,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,12.9
1726,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,16.0
1727,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,8.6
1728,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,16.0
1729,AUS,Australia,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,34.0
1730,NLD,Netherlands,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,42.0
1731,ESP,Spain,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,2.1
1732,DNK,Denmark,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,50.0
1733,AUT,Austria,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,16.0
1734,EST,Estonia,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,146.0
1735,AUS,Australia,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,18.0
1736,TUR,Türkiye,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,16.0
1737,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,34.0
1738,ITA,Italy,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,26.0
1739,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,2.0
1740,MEX,Mexico,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,12.0
1741,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,30.1
1742,SVN,Slovenia,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,37.1
1743,ISR,Israel,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,26.0
1744,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,146.0
1745,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,127.7
1746,AUT,Austria,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,16.0
1747,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,24.0
1748,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,52.0
1749,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,58.0
1750,MEX,Mexico,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,12.0
1751,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,24.0
1752,CAN,Canada,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,35.0
1753,SWE,Sweden,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,69.4
1754,BEL,Belgium,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,19.3
1755,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,34.0
1756,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,16.0
1757,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,26.0
1758,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,78.0
1759,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,70.0
1760,AUT,Austria,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,87.3
1761,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,43.0
1762,ITA,Italy,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,47.7
1763,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,150.0
1764,AUS,Australia,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,2.0
1765,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,146.0
1766,SVK,Slovak Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,28.0
1767,MEX,Mexico,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,0.0
1768,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,42.0
1769,KOR,Korea,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,12.9
1770,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,1.0
1771,SVN,Slovenia,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,52.1
1772,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,30.1
1773,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,14.0
1774,SVN,Slovenia,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,37.1
1775,ITA,Italy,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,0.2
1776,LUX,Luxembourg,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,26.4
1777,AUS,Australia,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,18.0
1778,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,30.3
1779,JPN,Japan,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,14.0
1780,BEL,Belgium,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,15.0
1781,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,8.6
1782,CHL,Chile,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,18.0
1783,JPN,Japan,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,44.0
1784,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,16.0
1785,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,21.3
1786,NLD,Netherlands,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,16.0
1787,FIN,Finland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,161.0
1788,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,13.0
1789,CHL,Chile,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,12.0
1790,GBR,United Kingdom,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,39.0
1791,IRL,Ireland,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,42.0
1792,GBR,United Kingdom,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,52.0
1793,IRL,Ireland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,26.0
1794,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,148.0
1795,GBR,United Kingdom,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,2.0
1796,FIN,Finland,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,9.0
1797,CZE,Czech Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,136.0
1798,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,14.0
1799,CZE,Czech Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,0.0
1800,DNK,Denmark,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2014,2014,32.0
1801,ISR,Israel,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,26.0
1802,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,17.3
1803,CZE,Czech Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,110.0
1804,LUX,Luxembourg,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,26.0
1805,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,2014,2014,14.0
1806,KOR,Korea,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,52.6
1807,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,8.7
1808,ITA,Italy,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,21.7
1809,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,16.0
1810,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,0.0
1811,LUX,Luxembourg,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,16.0
1812,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2015,2015,52.0
1813,TUR,Türkiye,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2014,2014,16.0
1814,OAVG,OECD - Average,EMP18_MAT,Length of maternity leave,WOMEN,2015,2015,19.3
1815,DNK,Denmark,EMP18_PAT,Length of paid father-specific leave,MEN,2015,2015,2.0
1816,AUS,Australia,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2015,2015,34.0
1817,EST,Estonia,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,20.0
1818,CAN,Canada,EMP18_MAT,Length of maternity leave,WOMEN,2014,2014,17.0
1819,AUS,Australia,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,18.0
1820,AUS,Australia,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,34.0
1821,AUS,Australia,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,18.0
1822,AUS,Australia,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,2.0
1823,AUT,Austria,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,16.0
1824,AUT,Austria,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,87.3
1825,AUT,Austria,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,60.0
1826,AUT,Austria,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,8.7
1827,BEL,Belgium,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,15.0
1828,BEL,Belgium,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,17.3
1829,BEL,Belgium,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,32.3
1830,BEL,Belgium,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,19.3
1831,CAN,Canada,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,17.0
1832,CAN,Canada,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,35.0
1833,CAN,Canada,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,52.0
1834,CAN,Canada,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,0.0
1835,CZE,Czech Republic,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,28.0
1836,CZE,Czech Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,136.0
1837,CZE,Czech Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,110.0
1838,CZE,Czech Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,0.0
1839,DNK,Denmark,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,18.0
1840,DNK,Denmark,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,32.0
1841,DNK,Denmark,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,50.0
1842,DNK,Denmark,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,2.0
1843,FIN,Finland,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,17.5
1844,FIN,Finland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,143.5
1845,FIN,Finland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,161.0
1846,FIN,Finland,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,9.0
1847,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,16.0
1848,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,146.0
1849,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,42.0
1850,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,28.0
1851,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,14.0
1852,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,148.0
1853,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,58.0
1854,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,8.7
1855,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,43.0
1856,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,17.3
1857,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,43.0
1858,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,0.4
1859,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,24.0
1860,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,136.0
1861,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,160.0
1862,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,1.0
1863,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,13.0
1864,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,30.3
1865,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,26.0
1866,ISL,Iceland,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,13.0
1867,IRL,Ireland,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,42.0
1868,IRL,Ireland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,18.0
1869,IRL,Ireland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,26.0
1870,IRL,Ireland,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,0.0
1871,ITA,Italy,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,21.7
1872,ITA,Italy,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,26.0
1873,ITA,Italy,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,47.7
1874,ITA,Italy,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,0.4
1875,JPN,Japan,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,14.0
1876,JPN,Japan,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,44.0
1877,JPN,Japan,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,58.0
1878,JPN,Japan,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,52.0
1879,KOR,Korea,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,12.9
1880,KOR,Korea,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,52.0
1881,KOR,Korea,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,64.9
1882,KOR,Korea,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,52.6
1883,LUX,Luxembourg,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,16.0
1884,LUX,Luxembourg,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,26.0
1885,LUX,Luxembourg,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,42.0
1886,LUX,Luxembourg,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,26.4
1887,MEX,Mexico,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,12.0
1888,MEX,Mexico,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,0.0
1889,MEX,Mexico,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,12.0
1890,MEX,Mexico,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,1.0
1891,NLD,Netherlands,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,16.0
1892,NLD,Netherlands,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,26.0
1893,NLD,Netherlands,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,16.0
1894,NLD,Netherlands,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,0.4
1895,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,18.0
1896,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,34.0
1897,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,18.0
1898,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,0.0
1899,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,13.0
1900,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,78.0
1901,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,91.0
1902,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,10.0
1903,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,20.0
1904,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,183.7
1905,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,52.0
1906,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,2.0
1907,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,6.0
1908,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,128.1
1909,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,30.1
1910,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,22.3
1911,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,34.0
1912,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,130.0
1913,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,164.0
1914,SVK,Slovak Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,28.0
1915,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,16.0
1916,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,150.0
1917,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,16.0
1918,ESP,Spain,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,2.1
1919,SWE,Sweden,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,12.9
1920,SWE,Sweden,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,65.1
1921,SWE,Sweden,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2016,2016,55.7
1922,SWE,Sweden,EMP18_PAT,Length of paid father-specific leave,MEN,2016,2016,14.3
1923,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,2016,2016,16.0
1924,CHE,Switzerland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2016,2016,0.0
